YEARA,DATEA,GAME_IDH,TEAMH,PTSH,TEAMA,PTSA,FG_PCTH,FG_PCTA,FT_PCTH,FT_PCTA,FG3_PCTH,FG3_PCTA,ASTH,ASTA,REBH,REBA,TOVH,TOVA,WIN,WINTEAMNAME,WINTEAMNUM
2016,2016-04-05,21501157,ATL,103.0,PHX,90.0,0.411,0.37,0.737,0.6,0.324,0.387,26.0,19.0,50.0,51.0,16.0,24.0,,ATL,1.0
2016,2016-04-05,21501158,MEM,108.0,CHI,92.0,0.448,0.442,0.885,0.684,0.368,0.379,18.0,22.0,42.0,42.0,11.0,20.0,,MEM,1.0
2016,2016-04-05,21501159,MIL,80.0,CLE,109.0,0.398,0.547,0.5,0.9,0.25,0.5,20.0,30.0,41.0,41.0,10.0,16.0,,MIL,0.0
2016,2016-04-05,21501160,DEN,102.0,OKC,124.0,0.42,0.529,0.667,0.708,0.333,0.455,28.0,32.0,38.0,55.0,13.0,17.0,,DEN,0.0
2016,2016-04-05,21501161,UTA,86.0,SAS,88.0,0.471,0.444,0.81,0.895,0.294,0.412,13.0,16.0,40.0,32.0,16.0,8.0,,UTA,0.0
2016,2016-04-05,21501162,SAC,107.0,POR,115.0,0.526,0.43,0.667,0.852,0.5,0.387,20.0,20.0,34.0,49.0,19.0,14.0,,SAC,0.0
2016,2016-04-05,21501163,GSW,117.0,MIN,124.0,0.5,0.512,0.875,0.778,0.343,0.471,35.0,30.0,46.0,40.0,23.0,17.0,,GSW,0.0
2016,2016-04-05,21501164,LAC,103.0,LAL,81.0,0.513,0.313,0.615,0.92,0.35,0.3,26.0,11.0,46.0,43.0,13.0,15.0,,LAC,1.0
2016,2016-04-06,21501165,IND,123.0,CLE,109.0,0.563,0.473,0.773,0.912,0.516,0.276,25.0,15.0,38.0,33.0,14.0,10.0,,IND,1.0
2016,2016-04-06,21501166,ORL,104.0,DET,108.0,0.478,0.453,0.737,0.613,0.267,0.407,25.0,24.0,48.0,44.0,14.0,12.0,,ORL,0.0
2016,2016-04-06,21501167,WAS,121.0,BKN,103.0,0.505,0.424,0.85,0.75,0.286,0.412,36.0,26.0,53.0,38.0,11.0,10.0,,WAS,1.0
2016,2016-04-06,21501168,BOS,104.0,NOP,97.0,0.414,0.436,0.815,0.87,0.294,0.375,24.0,21.0,41.0,49.0,9.0,22.0,,BOS,1.0
2016,2016-04-06,21501169,NYK,97.0,CHA,111.0,0.474,0.467,0.867,0.882,0.385,0.462,24.0,19.0,43.0,38.0,18.0,8.0,,NYK,0.0
2016,2016-04-06,21501170,DAL,88.0,HOU,86.0,0.413,0.436,0.857,0.667,0.303,0.3,19.0,19.0,40.0,41.0,12.0,15.0,,DAL,1.0
2016,2016-04-06,21501171,POR,120.0,OKC,115.0,0.512,0.473,0.792,0.645,0.455,0.409,32.0,18.0,39.0,50.0,15.0,17.0,,POR,1.0
2016,2016-04-06,21501172,LAL,81.0,LAC,91.0,0.356,0.446,0.765,0.714,0.211,0.28,12.0,23.0,49.0,49.0,12.0,10.0,,LAL,0.0
2016,2016-04-07,21501173,ATL,95.0,TOR,87.0,0.434,0.381,0.81,0.75,0.375,0.381,23.0,16.0,41.0,46.0,13.0,11.0,,ATL,1.0
2016,2016-04-07,21501174,MIA,106.0,CHI,98.0,0.478,0.449,0.824,0.893,0.286,0.214,16.0,18.0,47.0,41.0,10.0,12.0,,MIA,1.0
2016,2016-04-07,21501175,HOU,115.0,PHX,124.0,0.568,0.468,0.607,0.828,0.424,0.387,26.0,31.0,26.0,47.0,18.0,19.0,,HOU,0.0
2016,2016-04-07,21501176,SAC,97.0,MIN,105.0,0.424,0.45,0.905,0.71,0.353,0.524,19.0,25.0,47.0,43.0,19.0,15.0,,SAC,0.0
2016,2016-04-07,21501177,GSW,112.0,SAS,101.0,0.542,0.488,0.909,0.696,0.48,0.438,33.0,28.0,43.0,32.0,15.0,12.0,,GSW,1.0
2016,2016-04-08,21501178,CHA,113.0,BKN,99.0,0.494,0.424,0.85,0.55,0.378,0.4,26.0,24.0,42.0,45.0,12.0,14.0,,CHA,1.0
2016,2016-04-08,21501179,ORL,112.0,MIA,109.0,0.524,0.45,0.75,0.524,0.455,0.364,23.0,18.0,37.0,53.0,10.0,12.0,,ORL,1.0
2016,2016-04-08,21501180,PHI,102.0,NYK,109.0,0.352,0.473,0.667,0.633,0.378,0.25,25.0,19.0,46.0,59.0,9.0,9.0,,PHI,0.0
2016,2016-04-08,21501181,BOS,124.0,MIL,109.0,0.564,0.488,0.789,0.69,0.429,0.412,35.0,30.0,34.0,38.0,14.0,19.0,,BOS,1.0
2016,2016-04-08,21501182,DET,112.0,WAS,99.0,0.468,0.442,0.897,0.739,0.438,0.316,17.0,19.0,44.0,36.0,12.0,12.0,,DET,1.0
2016,2016-04-08,21501183,TOR,111.0,IND,98.0,0.544,0.446,0.711,0.8,0.455,0.296,21.0,22.0,36.0,33.0,16.0,9.0,,TOR,1.0
2016,2016-04-08,21501184,NOP,110.0,LAL,102.0,0.532,0.42,0.762,0.852,0.455,0.458,29.0,18.0,43.0,34.0,16.0,13.0,,NOP,1.0
2016,2016-04-08,21501185,DAL,103.0,MEM,93.0,0.5,0.402,0.795,0.727,0.387,0.318,18.0,17.0,38.0,42.0,17.0,15.0,,DAL,1.0
2016,2016-04-08,21501186,DEN,102.0,SAS,98.0,0.465,0.424,0.842,0.821,0.273,0.214,21.0,20.0,47.0,45.0,11.0,10.0,,DEN,1.0
2016,2016-04-08,21501187,UTA,99.0,LAC,102.0,0.439,0.446,0.696,0.789,0.355,0.448,14.0,16.0,47.0,44.0,18.0,11.0,,UTA,0.0
2016,2016-04-09,21501189,NOP,100.0,PHX,121.0,0.411,0.518,0.75,0.806,0.333,0.4,19.0,27.0,42.0,53.0,11.0,17.0,,NOP,0.0
2016,2016-04-09,21501188,ATL,118.0,BOS,107.0,0.523,0.444,0.818,0.667,0.515,0.393,31.0,26.0,44.0,40.0,17.0,15.0,,ATL,1.0
2016,2016-04-09,21501190,MEM,99.0,GSW,100.0,0.385,0.448,0.9,0.923,0.333,0.278,19.0,20.0,54.0,48.0,6.0,11.0,,MEM,0.0
2016,2016-04-09,21501191,CHI,105.0,CLE,102.0,0.449,0.434,0.81,0.611,0.333,0.475,19.0,24.0,45.0,42.0,12.0,15.0,,CHI,1.0
2016,2016-04-09,21501192,POR,105.0,MIN,106.0,0.5,0.488,0.889,0.76,0.375,0.385,19.0,24.0,37.0,37.0,17.0,11.0,,POR,0.0
2016,2016-04-09,21501193,SAC,114.0,OKC,112.0,0.479,0.481,0.55,0.75,0.406,0.406,22.0,24.0,40.0,44.0,11.0,21.0,,SAC,1.0
2016,2016-04-10,21501194,WAS,113.0,CHA,98.0,0.525,0.346,0.714,0.857,0.429,0.364,27.0,21.0,48.0,46.0,12.0,15.0,,WAS,1.0
2016,2016-04-10,21501195,HOU,130.0,LAL,110.0,0.51,0.494,0.722,0.842,0.415,0.429,30.0,25.0,48.0,40.0,13.0,18.0,,HOU,1.0
2016,2016-04-10,21501196,LAC,98.0,DAL,91.0,0.487,0.405,0.405,0.697,0.5,0.267,25.0,18.0,42.0,47.0,10.0,14.0,,LAC,1.0
2016,2016-04-10,21501197,PHI,108.0,MIL,109.0,0.406,0.46,0.68,0.917,0.283,0.304,24.0,26.0,45.0,53.0,13.0,19.0,,PHI,0.0
2016,2016-04-10,21501198,DEN,84.0,UTA,100.0,0.4,0.456,0.737,0.762,0.222,0.387,18.0,19.0,41.0,49.0,11.0,9.0,,DEN,0.0
2016,2016-04-10,21501199,IND,129.0,BKN,105.0,0.558,0.385,0.815,0.808,0.407,0.378,34.0,24.0,58.0,36.0,20.0,15.0,,IND,1.0
2016,2016-04-10,21501200,MIA,118.0,ORL,96.0,0.558,0.446,0.867,0.789,0.3,0.389,28.0,18.0,41.0,35.0,12.0,16.0,,MIA,1.0
2016,2016-04-10,21501201,SAS,86.0,GSW,92.0,0.378,0.442,0.789,0.778,0.176,0.37,21.0,19.0,53.0,46.0,11.0,13.0,,SAS,0.0
2016,2016-04-10,21501202,NYK,89.0,TOR,93.0,0.36,0.474,0.857,0.632,0.35,0.35,14.0,19.0,47.0,38.0,8.0,6.0,,NYK,0.0
2016,2016-04-11,21501203,CLE,109.0,ATL,94.0,0.482,0.448,0.9,0.533,0.379,0.267,17.0,23.0,47.0,42.0,15.0,15.0,,CLE,1.0
2016,2016-04-11,21501204,ORL,107.0,MIL,98.0,0.488,0.526,0.643,0.684,0.304,0.2,28.0,18.0,36.0,45.0,10.0,23.0,,ORL,1.0
2016,2016-04-11,21501205,BOS,100.0,CHA,114.0,0.382,0.506,0.828,0.818,0.333,0.438,17.0,23.0,46.0,44.0,12.0,14.0,,BOS,0.0
2016,2016-04-11,21501206,BKN,111.0,WAS,120.0,0.449,0.517,0.619,0.792,0.323,0.36,24.0,27.0,43.0,47.0,10.0,14.0,,BKN,0.0
2016,2016-04-11,21501207,MIN,105.0,HOU,129.0,0.458,0.558,0.727,0.692,0.238,0.5,25.0,28.0,40.0,43.0,13.0,17.0,,MIN,0.0
2016,2016-04-11,21501208,NOP,116.0,CHI,121.0,0.513,0.571,0.786,0.885,0.462,0.435,28.0,29.0,33.0,35.0,10.0,9.0,,NOP,0.0
2016,2016-04-11,21501209,OKC,112.0,LAL,79.0,0.438,0.284,0.593,0.867,0.324,0.226,27.0,15.0,57.0,48.0,11.0,15.0,,OKC,1.0
2016,2016-04-11,21501210,UTA,92.0,DAL,101.0,0.455,0.444,0.722,0.818,0.273,0.344,21.0,19.0,38.0,47.0,10.0,9.0,,UTA,0.0
2016,2016-04-11,21501211,PHX,101.0,SAC,105.0,0.41,0.494,0.824,0.607,0.227,0.353,21.0,25.0,51.0,40.0,19.0,18.0,,PHX,0.0
2016,2016-04-12,21501212,IND,102.0,NYK,90.0,0.513,0.45,0.7,0.889,0.316,0.37,26.0,27.0,41.0,37.0,13.0,15.0,,IND,1.0
2016,2016-04-12,21501213,DET,93.0,MIA,99.0,0.405,0.487,0.667,0.727,0.278,0.35,15.0,15.0,48.0,39.0,15.0,14.0,,DET,0.0
2016,2016-04-12,21501214,TOR,122.0,PHI,98.0,0.505,0.455,0.842,0.52,0.4,0.429,25.0,24.0,52.0,32.0,13.0,13.0,,TOR,1.0
2016,2016-04-12,21501215,SAS,102.0,OKC,98.0,0.425,0.402,0.75,0.88,0.286,0.24,15.0,18.0,42.0,55.0,11.0,21.0,,SAS,1.0
2016,2016-04-12,21501216,LAC,110.0,MEM,84.0,0.547,0.407,0.762,0.643,0.48,0.25,29.0,16.0,41.0,38.0,9.0,16.0,,LAC,1.0
2016,2016-04-13,21501217,BOS,98.0,MIA,88.0,0.43,0.432,0.864,0.833,0.357,0.105,20.0,14.0,39.0,44.0,7.0,8.0,,BOS,1.0
2016,2016-04-13,21501218,BKN,96.0,TOR,103.0,0.438,0.441,0.667,0.533,0.385,0.351,26.0,24.0,39.0,57.0,8.0,9.0,,BKN,0.0
2016,2016-04-13,21501219,CHA,117.0,ORL,103.0,0.547,0.462,0.632,0.611,0.379,0.296,32.0,22.0,46.0,39.0,9.0,10.0,,CHA,1.0
2016,2016-04-13,21501220,CLE,110.0,DET,112.0,0.474,0.435,0.733,0.786,0.389,0.485,21.0,24.0,43.0,47.0,10.0,12.0,,CLE,0.0
2016,2016-04-13,21501221,WAS,109.0,ATL,98.0,0.477,0.395,0.533,0.742,0.321,0.367,25.0,22.0,51.0,47.0,19.0,22.0,,WAS,1.0
2016,2016-04-13,21501222,CHI,115.0,PHI,105.0,0.47,0.457,0.815,0.778,0.625,0.486,27.0,28.0,53.0,31.0,17.0,13.0,,CHI,1.0
2016,2016-04-13,21501223,DAL,91.0,SAS,96.0,0.403,0.473,0.81,0.769,0.308,0.261,20.0,24.0,41.0,42.0,12.0,14.0,,DAL,0.0
2016,2016-04-13,21501224,HOU,116.0,SAC,81.0,0.485,0.333,0.632,0.462,0.286,0.297,33.0,21.0,55.0,49.0,14.0,17.0,,HOU,1.0
2016,2016-04-13,21501225,MIL,92.0,IND,97.0,0.425,0.433,0.846,0.8,0.304,0.458,23.0,28.0,43.0,48.0,15.0,17.0,,MIL,0.0
2016,2016-04-13,21501226,MIN,144.0,NOP,109.0,0.651,0.435,0.826,0.818,0.464,0.367,41.0,31.0,43.0,33.0,13.0,16.0,,MIN,1.0
2016,2016-04-13,21501227,GSW,125.0,MEM,104.0,0.529,0.429,0.813,0.75,0.426,0.333,35.0,25.0,51.0,40.0,17.0,13.0,,GSW,1.0
2016,2016-04-13,21501228,LAL,101.0,UTA,96.0,0.482,0.47,0.867,0.6,0.24,0.3,19.0,27.0,47.0,38.0,13.0,13.0,,LAL,1.0
2016,2016-04-13,21501229,PHX,114.0,LAC,105.0,0.455,0.448,0.773,0.833,0.269,0.29,26.0,23.0,58.0,40.0,16.0,15.0,,PHX,1.0
2016,2016-04-13,21501230,POR,107.0,DEN,99.0,0.438,0.426,0.818,0.667,0.306,0.28,19.0,24.0,45.0,53.0,15.0,20.0,,POR,1.0
2016,2016-04-16,41500111,TOR,90.0,IND,100.0,0.38,0.43,0.684,0.724,0.211,0.524,17.0,19.0,52.0,38.0,19.0,13.0,,TOR,0.0
2016,2016-04-16,41500141,GSW,104.0,HOU,78.0,0.429,0.357,0.667,0.5,0.4,0.273,26.0,16.0,53.0,51.0,15.0,24.0,,GSW,1.0
2016,2016-04-16,41500131,ATL,102.0,BOS,101.0,0.407,0.363,0.771,0.842,0.192,0.314,23.0,27.0,53.0,50.0,11.0,10.0,,ATL,1.0
2016,2016-04-16,41500161,OKC,108.0,DAL,70.0,0.45,0.298,0.857,0.615,0.343,0.222,23.0,16.0,56.0,33.0,18.0,12.0,,OKC,1.0
2016,2016-04-17,41500101,CLE,106.0,DET,101.0,0.443,0.507,0.762,0.75,0.343,0.517,25.0,24.0,40.0,37.0,4.0,10.0,,CLE,1.0
2016,2016-04-17,41500121,MIA,123.0,CHA,91.0,0.576,0.431,0.762,0.784,0.5,0.353,27.0,11.0,42.0,28.0,6.0,11.0,,MIA,1.0
2016,2016-04-17,41500151,SAS,106.0,MEM,74.0,0.519,0.392,0.923,0.667,0.455,0.444,22.0,17.0,44.0,35.0,12.0,16.0,,SAS,1.0
2016,2016-04-17,41500171,LAC,115.0,POR,95.0,0.538,0.398,0.641,0.731,0.353,0.333,23.0,23.0,48.0,40.0,9.0,12.0,,LAC,1.0
2016,2016-04-18,41500112,TOR,98.0,IND,87.0,0.438,0.414,0.92,0.833,0.278,0.2,19.0,13.0,44.0,33.0,13.0,13.0,,TOR,1.0
2016,2016-04-18,41500162,OKC,84.0,DAL,85.0,0.337,0.427,0.833,0.526,0.219,0.263,11.0,14.0,54.0,45.0,15.0,12.0,,OKC,0.0
2016,2016-04-18,41500142,GSW,115.0,HOU,106.0,0.494,0.443,0.711,0.788,0.348,0.4,27.0,21.0,39.0,37.0,12.0,19.0,,GSW,1.0
2016,2016-04-19,41500132,ATL,89.0,BOS,72.0,0.39,0.318,0.875,0.917,0.379,0.179,20.0,16.0,49.0,43.0,15.0,14.0,,ATL,1.0
2016,2016-04-19,41500152,SAS,94.0,MEM,68.0,0.47,0.326,0.821,0.556,0.529,0.133,19.0,14.0,44.0,44.0,17.0,13.0,,SAS,1.0
2016,2016-04-20,41500122,MIA,115.0,CHA,103.0,0.579,0.427,0.818,0.788,0.563,0.063,19.0,9.0,35.0,39.0,8.0,7.0,,MIA,1.0
2016,2016-04-20,41500102,CLE,107.0,DET,90.0,0.5,0.436,0.5,0.563,0.526,0.235,23.0,19.0,37.0,40.0,12.0,12.0,,CLE,1.0
2016,2016-04-20,41500172,LAC,102.0,POR,81.0,0.46,0.341,0.56,0.875,0.381,0.192,20.0,20.0,52.0,52.0,9.0,10.0,,LAC,1.0
2016,2016-04-21,41500163,DAL,102.0,OKC,131.0,0.474,0.577,0.686,0.743,0.261,0.556,24.0,28.0,29.0,42.0,12.0,14.0,,DAL,0.0
2016,2016-04-21,41500113,IND,85.0,TOR,101.0,0.382,0.415,0.818,0.813,0.273,0.323,16.0,18.0,38.0,45.0,16.0,11.0,,IND,0.0
2016,2016-04-21,41500143,HOU,97.0,GSW,96.0,0.391,0.43,0.609,0.759,0.306,0.24,18.0,23.0,52.0,43.0,16.0,14.0,,HOU,1.0
2016,2016-04-22,41500103,DET,91.0,CLE,101.0,0.486,0.488,0.684,0.733,0.261,0.414,22.0,24.0,32.0,46.0,7.0,10.0,,DET,0.0
2016,2016-04-22,41500133,BOS,111.0,ATL,103.0,0.463,0.442,0.727,0.857,0.344,0.25,23.0,19.0,44.0,41.0,15.0,13.0,,BOS,1.0
2016,2016-04-22,41500153,MEM,87.0,SAS,96.0,0.415,0.455,0.789,0.737,0.222,0.462,17.0,24.0,48.0,39.0,14.0,9.0,,MEM,0.0
2016,2016-04-23,41500114,IND,100.0,TOR,83.0,0.471,0.365,0.778,0.7,0.375,0.267,24.0,12.0,43.0,40.0,12.0,17.0,,IND,1.0
2016,2016-04-23,41500123,CHA,96.0,MIA,80.0,0.389,0.342,0.955,0.633,0.278,0.318,18.0,13.0,47.0,53.0,3.0,14.0,,CHA,1.0
2016,2016-04-23,41500164,DAL,108.0,OKC,119.0,0.518,0.53,0.824,0.706,0.348,0.438,25.0,26.0,33.0,42.0,11.0,9.0,,DAL,0.0
2016,2016-04-23,41500173,POR,96.0,LAC,88.0,0.425,0.409,0.696,0.565,0.24,0.167,15.0,15.0,56.0,44.0,16.0,10.0,,POR,1.0
2016,2016-04-24,41500154,MEM,95.0,SAS,116.0,0.449,0.494,0.741,0.839,0.385,0.455,18.0,21.0,37.0,41.0,17.0,10.0,,MEM,0.0
2016,2016-04-24,41500144,HOU,94.0,GSW,121.0,0.423,0.517,0.605,0.5,0.185,0.525,18.0,38.0,44.0,43.0,18.0,16.0,,HOU,0.0
2016,2016-04-24,41500134,BOS,104.0,ATL,95.0,0.426,0.374,0.684,0.692,0.333,0.286,25.0,18.0,52.0,49.0,14.0,14.0,,BOS,1.0
2016,2016-04-24,41500104,DET,98.0,CLE,100.0,0.487,0.419,0.667,0.882,0.417,0.361,22.0,16.0,42.0,41.0,9.0,5.0,,DET,0.0
2016,2016-04-25,41500124,CHA,89.0,MIA,85.0,0.4,0.395,0.833,0.667,0.25,0.379,10.0,20.0,36.0,46.0,9.0,17.0,,CHA,1.0
2016,2016-04-25,41500165,OKC,118.0,DAL,104.0,0.506,0.469,0.813,0.833,0.333,0.333,19.0,24.0,42.0,35.0,8.0,9.0,,OKC,1.0
2016,2016-04-25,41500174,POR,98.0,LAC,84.0,0.409,0.357,0.867,0.607,0.419,0.28,27.0,16.0,58.0,42.0,15.0,9.0,,POR,1.0
2016,2016-04-26,41500115,TOR,102.0,IND,99.0,0.402,0.452,0.857,0.87,0.231,0.448,12.0,22.0,41.0,41.0,7.0,14.0,,TOR,1.0
2016,2016-04-26,41500135,ATL,110.0,BOS,83.0,0.438,0.377,0.75,0.72,0.4,0.241,30.0,19.0,51.0,44.0,12.0,20.0,,ATL,1.0
2016,2016-04-27,41500125,MIA,88.0,CHA,90.0,0.42,0.393,0.789,0.8,0.278,0.5,17.0,21.0,50.0,41.0,14.0,12.0,,MIA,0.0
2016,2016-04-27,41500175,LAC,98.0,POR,108.0,0.419,0.446,0.667,0.647,0.3,0.353,20.0,22.0,45.0,53.0,10.0,9.0,,LAC,0.0
2016,2016-04-27,41500145,GSW,114.0,HOU,81.0,0.549,0.326,0.579,0.684,0.419,0.188,30.0,17.0,40.0,53.0,9.0,17.0,,GSW,1.0
2016,2016-04-28,41500136,BOS,92.0,ATL,104.0,0.362,0.514,0.944,0.741,0.219,0.333,16.0,26.0,43.0,42.0,12.0,18.0,,BOS,0.0
2016,2016-04-29,41500116,IND,101.0,TOR,83.0,0.461,0.367,0.885,0.64,0.364,0.31,21.0,14.0,44.0,40.0,14.0,16.0,,IND,1.0
2016,2016-04-29,41500126,CHA,90.0,MIA,97.0,0.421,0.458,0.84,0.867,0.294,0.5,12.0,14.0,31.0,46.0,9.0,12.0,,CHA,0.0
2016,2016-04-29,41500176,POR,106.0,LAC,103.0,0.442,0.448,0.667,0.677,0.438,0.25,21.0,15.0,46.0,46.0,12.0,8.0,,POR,1.0
2016,2016-04-30,41500231,SAS,124.0,OKC,92.0,0.607,0.412,0.722,0.762,0.6,0.261,39.0,23.0,43.0,38.0,8.0,10.0,,SAS,1.0
2016,2016-05-01,41500127,MIA,106.0,CHA,73.0,0.483,0.321,0.688,1.0,0.375,0.318,24.0,14.0,58.0,36.0,9.0,7.0,,MIA,1.0
2016,2016-05-01,41500221,GSW,118.0,POR,106.0,0.473,0.402,0.875,0.857,0.355,0.323,27.0,26.0,55.0,40.0,12.0,9.0,,GSW,1.0
2016,2016-05-01,41500117,TOR,89.0,IND,84.0,0.382,0.466,0.765,0.875,0.333,0.474,21.0,12.0,49.0,38.0,8.0,13.0,,TOR,1.0
2016,2016-05-02,41500201,CLE,104.0,ATL,93.0,0.446,0.379,0.714,0.762,0.484,0.324,27.0,21.0,44.0,48.0,8.0,12.0,,CLE,1.0
2016,2016-05-02,41500232,SAS,97.0,OKC,98.0,0.426,0.481,0.846,0.81,0.261,0.263,19.0,16.0,37.0,48.0,10.0,18.0,,SAS,0.0
2016,2016-05-03,41500211,TOR,96.0,MIA,102.0,0.449,0.449,0.733,0.667,0.238,0.727,19.0,12.0,41.0,52.0,15.0,17.0,,TOR,0.0
2016,2016-05-03,41500222,GSW,110.0,POR,99.0,0.462,0.444,0.9,0.667,0.333,0.433,21.0,22.0,48.0,39.0,10.0,17.0,,GSW,1.0
2016,2016-05-04,41500202,CLE,123.0,ATL,98.0,0.471,0.423,0.696,0.9,0.556,0.407,27.0,18.0,43.0,40.0,8.0,16.0,,CLE,1.0
2016,2016-05-05,41500212,TOR,96.0,MIA,92.0,0.419,0.494,0.538,0.692,0.222,0.357,14.0,14.0,39.0,45.0,9.0,21.0,,TOR,1.0
2016,2016-05-06,41500203,ATL,108.0,CLE,121.0,0.488,0.494,0.833,0.593,0.471,0.538,29.0,26.0,28.0,55.0,14.0,18.0,,ATL,0.0
2016,2016-05-06,41500233,OKC,96.0,SAS,100.0,0.415,0.434,0.9,0.706,0.333,0.526,14.0,19.0,42.0,37.0,14.0,8.0,,OKC,0.0
2016,2016-05-07,41500213,MIA,91.0,TOR,95.0,0.429,0.471,0.875,0.75,0.222,0.444,11.0,16.0,38.0,35.0,9.0,13.0,,MIA,0.0
2016,2016-05-07,41500223,POR,120.0,GSW,108.0,0.465,0.477,0.793,0.588,0.567,0.483,19.0,29.0,41.0,42.0,10.0,12.0,,POR,1.0
2016,2016-05-08,41500204,ATL,99.0,CLE,100.0,0.482,0.432,0.714,0.615,0.29,0.432,22.0,23.0,42.0,41.0,12.0,15.0,,ATL,0.0
2016,2016-05-08,41500234,OKC,111.0,SAS,97.0,0.506,0.471,0.759,0.938,0.391,0.167,23.0,12.0,40.0,34.0,12.0,12.0,,OKC,1.0
2016,2016-05-09,41500214,MIA,94.0,TOR,87.0,0.45,0.393,0.84,0.789,0.067,0.3,15.0,12.0,39.0,39.0,11.0,14.0,,MIA,1.0
2016,2016-05-09,41500224,POR,125.0,GSW,132.0,0.406,0.463,0.727,0.818,0.385,0.425,22.0,22.0,52.0,49.0,18.0,14.0,,POR,0.0
2016,2016-05-10,41500235,SAS,91.0,OKC,95.0,0.398,0.436,0.765,0.769,0.444,0.35,19.0,18.0,36.0,54.0,7.0,20.0,,SAS,0.0
2016,2016-05-11,41500215,TOR,99.0,MIA,91.0,0.432,0.403,0.846,0.821,0.412,0.286,16.0,12.0,39.0,44.0,9.0,13.0,,TOR,1.0
2016,2016-05-11,41500225,GSW,125.0,POR,121.0,0.512,0.413,0.862,0.744,0.438,0.444,28.0,20.0,44.0,47.0,16.0,10.0,,GSW,1.0
2016,2016-05-12,41500236,OKC,113.0,SAS,99.0,0.471,0.43,0.871,0.813,0.273,0.353,21.0,19.0,50.0,40.0,10.0,10.0,,OKC,1.0
2016,2016-05-13,41500216,MIA,103.0,TOR,91.0,0.476,0.415,0.8,0.76,0.333,0.25,15.0,10.0,41.0,43.0,7.0,8.0,,MIA,1.0
2016,2016-05-15,41500217,TOR,116.0,MIA,89.0,0.459,0.444,0.674,0.783,0.45,0.28,17.0,16.0,50.0,30.0,9.0,13.0,,TOR,1.0
2016,2016-05-16,41500311,GSW,102.0,OKC,108.0,0.44,0.438,0.647,0.688,0.367,0.471,26.0,22.0,44.0,52.0,14.0,11.0,,GSW,0.0
2016,2016-05-17,41500301,CLE,115.0,TOR,84.0,0.554,0.421,0.788,0.75,0.35,0.208,22.0,19.0,45.0,23.0,16.0,14.0,,CLE,1.0
2016,2016-05-18,41500312,GSW,118.0,OKC,91.0,0.506,0.449,0.679,0.737,0.464,0.304,26.0,22.0,45.0,36.0,12.0,15.0,,GSW,1.0
2016,2016-05-19,41500302,CLE,108.0,TOR,89.0,0.5,0.402,0.676,0.778,0.333,0.273,24.0,17.0,46.0,38.0,9.0,12.0,,CLE,1.0
2016,2016-05-21,41500303,TOR,99.0,CLE,84.0,0.458,0.354,0.846,0.875,0.387,0.341,15.0,15.0,54.0,40.0,9.0,9.0,,TOR,1.0
2016,2016-05-22,41500313,OKC,133.0,GSW,105.0,0.5,0.413,0.892,0.76,0.32,0.313,21.0,19.0,52.0,38.0,12.0,13.0,,OKC,1.0
2016,2016-05-23,41500304,TOR,105.0,CLE,99.0,0.538,0.47,0.737,0.889,0.318,0.317,17.0,23.0,35.0,38.0,8.0,10.0,,TOR,1.0
2016,2016-05-24,41500314,OKC,118.0,GSW,94.0,0.433,0.413,0.775,0.655,0.346,0.3,23.0,15.0,56.0,40.0,17.0,21.0,,OKC,1.0
2016,2016-05-25,41500305,CLE,116.0,TOR,78.0,0.571,0.391,0.75,0.6,0.476,0.176,23.0,19.0,48.0,27.0,16.0,18.0,,CLE,1.0
2016,2016-05-26,41500315,GSW,120.0,OKC,111.0,0.471,0.429,0.912,0.833,0.375,0.433,25.0,23.0,45.0,45.0,15.0,17.0,,GSW,1.0
2016,2016-05-27,41500306,TOR,87.0,CLE,113.0,0.418,0.541,0.765,0.762,0.32,0.548,10.0,22.0,33.0,38.0,12.0,10.0,,TOR,0.0
2016,2016-05-28,41500316,OKC,101.0,GSW,108.0,0.422,0.409,0.688,0.625,0.13,0.467,16.0,23.0,49.0,44.0,15.0,14.0,,OKC,0.0
2016,2016-05-30,41500317,GSW,96.0,OKC,88.0,0.435,0.382,0.625,0.765,0.459,0.259,20.0,20.0,46.0,47.0,11.0,7.0,,GSW,1.0
2016,2016-06-02,41500401,GSW,104.0,CLE,89.0,0.494,0.381,0.9,0.9,0.333,0.333,29.0,17.0,41.0,47.0,9.0,15.0,,GSW,1.0
2016,2016-06-05,41500402,GSW,110.0,CLE,77.0,0.543,0.354,0.7,0.667,0.455,0.217,26.0,15.0,46.0,34.0,20.0,17.0,,GSW,1.0
2016,2016-06-08,41500403,CLE,120.0,GSW,90.0,0.527,0.421,0.706,0.654,0.48,0.273,23.0,21.0,52.0,32.0,13.0,18.0,,CLE,1.0
2016,2016-06-10,41500404,CLE,97.0,GSW,108.0,0.469,0.407,0.577,0.806,0.24,0.472,15.0,23.0,40.0,43.0,11.0,8.0,,CLE,0.0
2016,2016-06-13,41500405,GSW,97.0,CLE,112.0,0.364,0.53,0.731,0.609,0.326,0.417,18.0,15.0,43.0,41.0,17.0,16.0,,GSW,0.0
2016,2016-06-16,41500406,CLE,115.0,GSW,101.0,0.519,0.402,0.781,0.69,0.37,0.385,24.0,19.0,45.0,35.0,10.0,14.0,,CLE,1.0
